描述,几室几厅,高低层,朝向,建筑年代,所属小区,所属片区,地址,最近地铁站,建筑面积,整套价格,平方价格
晓月新苑一室一厅一卫,1室1厅,高层(共24层),东向,2005,晓月苑,卢沟桥,晓月苑晓月苑垂虹街7号 晓月中路5号院(晓月,无,69,300,43751
孔雀城一手房 低密度 准现房,2室2厅,中层(共22层),南北向,无,永定河孔雀城剑桥郡,固安,大广高速(固安出口)西侧,无,82,118,14390
万泉庄二室一厅一卫,2室1厅,高层(共6层),南北向,1990,万泉庄,万泉河,苏州街人大西门 万泉庄小区,距10号线苏州街站约597米,63,540,86262
3+1户型、明厨明卫落地窗、和储物间、价可议 随时看房,3室2厅,低层(共20层),南北向,2011,银河湾,酒仙桥,酒仙桥京密路万红西街西八间房1号,无,202,1730,85644
全封闭高绿化小区 南北通透两居室 双卧朝南 无遮挡 满五首套房,2室2厅,低层(共12层),南北向,2005,新怡家园,崇文门,新世界商场向西30米路南(崇外大街1号地),距2号线崇文门站约452米,145,1930,133186
南北通透送阁楼两居室户型 八号线终点站 精装修,2室1厅,高层(共6层),南北向,2005,玉璟园,旧宫,瀛海镇黄亦路与京福路口向东600米,无,97,380,39026
万科四季花城二室一厅一卫,2室1厅,中层(共6层),南北向,2011,万科四季花城,顺义城,顺西路益麒麟建材商场对面,距15号线石门站约399米,95,485,51080
西城牛街 业主 南北通透两居室 看房方便 楼层适中,2室1厅,中层(共6层),南北向,2000,门楼巷,牛街,门楼巷胡同,距4号线菜市口站约612米,58,510,87329
善缘家园 专用 看房方便,1室1厅,中层(共6层),北向,2006,善缘家园,百善镇,百善镇百葛路1号院,无,23,138,61279
兴政西里二室一厅一卫,2室1厅,中层(共6层),西南向,1993,兴政西里,黄村南,黄村镇商场南巷,距大兴线黄村西大街站约364米,71,325,45781
誉天下边户联排大花园+纯新房+总价低+随时看++临会所,4室3厅,低层(共1层),南向,2012,誉天下,中央别墅区,中央别墅区温榆河畔 机场杨林出口1000米,无,274,1300,47445
华严北里 西南向两居带客厅 房本满五家庭名下仅有一套 方便看,2室1厅,中层(共18层),西南向,1993,华严北里,健翔桥,民族园西路与昌平路交叉口东行200米路北,距10号线健德门站约787米,67,500,75086
御汤山社区店 出售二十多套房子代理费只收1.5机会难得,4室2厅,低层(共1层),南向,2012,御汤山,小汤山,小汤山疗养院东侧 紧邻立汤路 距离北六环61,无,550,1650,30000
马家堡西里一室一厅一卫,1室1厅,高层(共13层),东向,1995,马家堡西里,马家堡,南三环马家堡中路西侧,距4号线马家堡站约594米,46,270,58530
通州7九间堂上叠毛坯房小区温泉入户位于小区中间位置南北通透。,7室2厅,低层(共2层),南向,2016,V7九间堂,潞苑南大街,京哈高速北侧(耿庄桥出口),无,235,1660,70578
茉藜园三室二厅二卫,3室2厅,中层(共19层),南北向,2005,北苑家园茉藜园,北苑,秋实街与春华路交叉点东南角,距5号线立水桥南站约1098米,153,873,56988
新上精装两居 鸿业兴园一区二室一厅一卫,2室1厅,中层(共23层),西南向,2006,鸿业兴园,科技园区,科兴路与樊羊路交汇处西行340米路南,无,95,579,60673
绿港家园一区四室二厅二卫,4室2厅,高层(共19层),南北向,2002,金汉绿港,顺义城,金汉绿港顺沙路和右堤路交汇处南侧,距15号线顺义站约888米,149,610,40984
有钥匙随时看房 南北通透2居室 低楼层位置安静 500米,2室2厅,低层(共30层),南北向,2005,华贸公寓,大望路,朝阳西大望路6号(国贸桥东900米),距1号线大望路站约457米,131,1100,84059
远见名苑一室0厅 一卫,1室0厅,中层(共26层),西向,2005,远见名苑,广安门,红居北街与莲花河东侧路交叉点东北角,距7号线达官营站约358米,58,510,88312
香悦四季朝南三居 电梯7层 性价比炒鸡高 满二年,3室1厅,中层(共11层),南向,2014,香悦四季,马坡,顺安路33号院 乾安路3号院(白马路与顺安北,无,95,415,43538
中铁花溪渡 三室两厅 开发商送的装修 电梯7层 满二年 诚心,3室2厅,中层(共11层),南北向,2012,中铁花溪渡,马坡,新城白马路与顺安北路交汇处西北侧,无,136,536,39412
鲁能7号溪园 装修40万全明大三居 满两年高原值,3室2厅,高层(共11层),南北向,2012,鲁能7号院,马坡,马坡镇顺恒大街东段北侧,无,134,505,37600
佳和宜园 三居室 主卧室朝南 客厅朝南 满五维一,3室2厅,中层(共6层),南北向,2008,佳和宜园,马坡,顺安北路与乾安路交叉路口西南角(马坡乡燕京啤,无,89,258,28989
马坡一区 正规南北独立两居 楼层好 业主诚心 满五维一,2室1厅,低层(共6层),南北向,2008,马坡花园,马坡,顺义区通顺路与顺安北路交叉口西300米路南,无,85,270,31664
满2年 原值173万 毛坯 随时看房 有钥匙房子位置好光线好,3室2厅,低层(共9层),南北向,2014,鲁能7号院,马坡,马坡镇顺恒大街东段北侧,无,124,427,34366
鲁能7号溪园 装修40万 全明大三居 位置超机好 满两年,3室2厅,中层(共11层),南北向,2012,鲁能7号院,马坡,马坡镇顺恒大街东段北侧,无,134,525,39089
北京东燕郊 嘉都 平谷就在小区旁 单价13000,3室2厅,低层(共15层),南向,2016,嘉都国际,燕郊,京平高速木燕路(北务出口)东500米,无,112,137.5,12277
下坡屯一居 有房本 独立两居 满二年 费用少 诚心置换出售,2室1厅,低层(共11层),南北向,2013,下坡屯家园,马坡,牛栏山镇下坡屯村,无,78,258,32997
朗琴园三期 南北通透三居室 视野开阔 采光好 户型方正 高层,3室2厅,中层(共28层),南北向,2004,朗琴园,广安门,手帕口南街1号院,距7号线达官营站约755米,148,1480,100000
双兴南区 南北通透小两居室 满两年 原值高 板楼5层,1室1厅,高层(共6层),南北向,1993,双兴南区,顺义城,中山北大街与中山东路交叉路口东北角(石幢环岛,距15号线顺义站约913米,60,224,37477
白纸坊西街 2室1厅1卫,2室1厅,低层(共13层),南北向,1992,白纸坊西街,白纸坊,右安门白纸坊西街,无,68,615,90176
通州新政府70年大产权外地人可买的本地人正常首付,2室2厅,中层(共26层),南北向,2020,早安北京,大厂,大厂县 通州东潮白新城中心区,无,88,140.8,16000
万科!复式两居室96平435万 精装修 看房方便!1%中介费,2室2厅,高层(共15层),南向,2007,万科四季花城,顺义城,顺西路益麒麟建材商场对面,距15号线石门站约399米,95,435,45789
佳和宜园大三居 两卫 电梯6层 东边户 全明户型  满五维一,3室2厅,中层(共11层),南北向,2009,佳和宜园,马坡,顺安北路与乾安路交叉路口西南角(马坡乡燕京啤,无,138,405,29397
新安北里 2室1厅1卫,2室1厅,中层(共6层),南北向,1989,新安北里,右安门内,右安门内大街樱桃园路口,无,56,580,104448
嘉都一手房 均价一万三 不线购 22号线 京平高速,2室2厅,低层(共22层),南北向,2016,嘉都,燕郊,京平高速木燕路(北务出口)东500米,无,97,126.1,13000
雄安新区辐射区 70年大产权 外地人可以买,3室2厅,低层(共24层),南北向,无,铂悦山,霸州,金康路与朝阳路交叉口,无,114,153.9,13500
新安北里 3室1厅1卫,3室1厅,低层(共6层),东西向,1989,新安北里,右安门内,右安门内大街樱桃园路口,无,70,630,89463
金宝城 独立三室 103平 南北通透朝向业主直,3室1厅,高层(共9层),南北向,2010,金宝城,马坡,顺义新城马坡组团金宝花园酒店北侧,无,103,338,32816
义宾北区 南北两居 63平231万 可混合贷,2室1厅,低层(共6层),南北向,1998,义宾北区,顺义城,顺义地铁站西北侧 西单国泰商场北侧50米,距15号线顺义站约802米,63,231,36667
金宝城 此房是满五维一 装修好的两居电梯11层,2室1厅,高层(共13层),南向,2011,金宝城,马坡,顺义新城马坡组团金宝花园酒店北侧,无,88,316,35807
泰和宜园 独立三居 契禾兑票满二年 原值高二层 诚售265万,3室2厅,低层(共6层),南北向,2011,泰和宜园,马坡,顺义新城马坡白马路北1500米,无,91,265,29121
鲁能7号院水岸公馆 平层五个卧室 双卫 超机好的房 满二年,5室2厅,低层(共13层),南北向,2014,鲁能7号院,马坡,马坡镇顺恒大街东段北侧,无,228,760,33333
长阳半岛祥云街2号院 纯南2居 满2年 少 就交一个契,2室1厅,高层(共18层),南向,2011,中粮万科长阳半岛,长阳,长阳镇京良路南侧 京良环岛东行约3公里,距房山线长阳站约929米,86,350,40698
新安中里 纯南向 采光好 阳光充足 不临街 无遮挡,2室1厅,低层(共6层),南向,2000,新安中里,白纸坊,白纸坊西街与新安中里二巷交叉口,无,73,780,106864
香悦四季东区 双卧朝南小三居 带书房带飘窗 诚售,3室1厅,中层(共9层),南北向,2014,香悦四季,马坡,顺安路33号院 乾安路3号院(白马路与顺安北,无,105,402,38286
龙湖香醍溪岸 跃层 目前仅次一套 别墅区里电梯洋房,1室1厅,低层(共1层),南向,2012,龙湖香醍溪岸,马坡,水上运动场馆西侧(乔波滑雪馆北侧),无,38,192,50104
新上..近.长阳半岛3室1厅119.5平米490万,3室1厅,高层(共9层),南北向,2013,长阳半岛,长阳,长阳镇京良路南侧 京良环岛东行约3公里,距房山线长阳站约929米,120,490,41004
恬心家园 准新房 陶然亭 采光好 大飘窗 大观园,2室1厅,中层(共18层),西向,2004,恬心家园,白纸坊,白纸坊西街17号院,无,85,720,84666
满两年商品房 中高层采光足 配套设施齐全,2室2厅,中层(共19层),西南向,2001,梵谷水郡,酒仙桥,驼房营南路2号院,无,70,406,57827
西城德胜门北三环育翔三帆新风南里一居室看房方便,1室1厅,高层(共7层),西南向,1991,新风南里,德胜门,新风街以南 三帆中学对面,无,50,650,130000
千鹤家园东南四居 适合大家庭,4室2厅,低层(共25层),东南向,2003,千鹤家园,惠新西街,朝阳区北四环东路108号(近华堂商场),距5号线惠新西街北口站约303米,177,1150,65027
林肯公园 正规四居 户型方正小区 景观楼层 看房方便,4室2厅,低层(共24层),西南向,2013,林肯公园二期,亦庄,文化园西路6号院,距亦庄线亦庄文化园站约275米,218,680,31193
新上天恒谁买谁临水系+独栋别墅+挑空客厅+500花园!,5室2厅,低层(共3层),南向,2010,天恒别墅山,怀柔,红螺镇红螺湖西侧,无,286,850,29720
丰台区大红门和义 南中轴路 小区环境好 房龄新,2室1厅,低层(共6层),东西向,2005,阳光左右间,大红门,丰台大红门桥南500米 南中轴路东,无,75,375,50208
珍惜委托:小区好位置大户型 高层观景 精装急售,4室2厅,高层(共9层),南向,2010,莱圳家园,清河,西小口路与前屯路交汇处西行140米路南,距8号线西小口站约868米,144,1080,75000
北京人家三室二厅二卫,3室2厅,低层(共6层),南北向,2005,北京人家,龙泽,地铁13号线龙泽站西北方向1.2公里 回龙观,无,117,555,47270
西便门西里带电梯两居通透大阳台采光好,2室1厅,低层(共70层),西向,1985,西便门住宅区,西便门,西便门住宅区西便门内大街与莲花池东路交叉口北,距1号线南礼士路站约944米,54,495,91718
昌盛园一区+南北通透三居室+交通便利+出行方便,3室2厅,高层(共6层),南北向,2003,昌盛园一区,昌平县城,昌平县城东关附近 昌顺路东侧 龙水路西侧,无,123,440,35772
福成六期南向两居精装两居室满二年,2室1厅,低层(共28层),南向,2013,福成六期,燕郊,燕高路与华冠大街交汇处南行200米路东,无,74,139,18822
光熙门北里三室一厅一卫,3室1厅,高层(共6层),东南向,1990,光熙门北里,西坝河,北三环太阳宫桥东南角,距13号线光熙门站约449米,69,490,70963
草桥欣园三区二室二厅一卫,2室2厅,低层(共6层),南北向,1990,草桥欣园三区,草桥,丰台区玉泉营环岛东南,距10号线草桥站约612米,77,510,66182
枣营南里二室一厅一卫,2室1厅,低层(共6层),南北向,1996,枣营南里,朝阳公园,农展馆北路与朝阳公园路交口西南角(朝阳公园西,距14号线枣营站约331米,63,435,68862
东四环朝阳路甘露园南里南北两居 看房方便,2室1厅,低层(共6层),南北向,1993,甘露园南里一区,甘露园,朝阳路与甘露园南里路交叉口东南,距1号线四惠东站约936米,56,350,62859
我的老业主 全权委托我出售 一手价位我全知道 随时安排看房签约,3室1厅,低层(共16层),西北向,1992,双榆树东里,双榆树,联想桥科学院南路与学院南路口东南角,距4号线人民大学站约888米,71,650,91421
房产 韦伯豪家园 南向两居 满五,2室1厅,低层(共23层),南向,2002,韦伯豪家园,魏公村,中关村南大街丁34号,距4号线魏公村站约571米,78,760,97436
皂君西里 精装三居 南北通透,3室1厅,低层(共6层),南北向,1986,皂君西里,皂君庙,皂君庙路西侧 财经大学北,无,72,710,98886
润泽悦溪二室二厅一卫,2室2厅,高层(共11层),南北向,2010,润泽悦溪,北苑,水岸南街与清苑路交汇处西300米(轻轨13号,无,88,720,81384
皂君东里三室一厅一卫,3室1厅,低层(共6层),南北向,1988,皂君东里,皂君庙,南皂君庙路与学院南路交叉口东北角(中软大厦东,无,74,720,97429
融科橄榄城 品质物业保障 中间楼层 双卧客厅南向三居,3室2厅,高层(共24层),南北向,2009,融科橄榄城,望京,阜安路与宏泰东街交叉点南50米,距15号线望京东站约1106米,167,1650,98737
万宁小区+3居室+户型房正+采光好+不临街+新上房源!,3室1厅,高层(共6层),南北向,2006,万宁小区,房山城关,房山北大街西侧(北关环岛西南角),无,89,230,25788
燕莎 三元桥 三源里带电梯一居 低总价 业主诚售 中间楼层,1室1厅,中层(共12层),西向,1980,三源里小区,三元桥,三元桥东侧300米,距10号线三元桥站约826米,40,249,62736
月华小区二室一厅一卫,2室1厅,中层(共6层),南北向,2000,月华小区,良乡,月华大街与良乡西路交叉口东行250米路北,距房山线苏庄站约893米,85,245,28685
